drug_name,original_text,origin,indications,properties,dosage,contraindications,other1,other10,other11,other2,other3,other4,other5,other6,other7,other8,other9,other10_name,other11_name,other1_name,other2_name,other3_name,other4_name,other5_name,other6_name,other7_name,other8_name,other9_name,source_file
> 中医的补泄兼顾原则。如果病人精神体力都很好，我们可以专门攻，可以开攻坚的药，如果病人体力差很虚弱，那就需要补泄兼顾，补药攻坚的药都要开，如果病人纯虚，那攻药全部拿掉，全开滋补药，比如十全大补汤，就是纯虚时候用的。","味酸，{或辛酸}，性平，或作性温，无毒。

> 山茱萸是酸味药。酸味药入肝，温药可以用在寒症，专治阳痿、遗精。",普通一钱至二至三钱。,"命门火燥，强阳不痿者，膀胱热结，不宜用，即用，当与黄柏同功。

> 禁忌就是命门火燥的不能用，阳强不倒的不能用。","肠胃风邪，寒热疝瘕，头风，鼻塞，目黄耳聋，面疱下气，出汗强阴，益精，安五脏，通九窍，止小便利，久服明目强力。

> 别录说山茱萸可以明目强力。",,,"治脑骨痛，疗耳鸣，补肾气，兴阳道，坚阴茎，添精髓，止老人尿不节，治面上疮，能发汗，止月水不定。

> 甄权说山茱萸可以：a治疗脑骨痛；b治疗耳鸣；c补肾气，兴阳道，治疗阳痿；d治疗老人尿不尽；e治疗女人月经不稳定，忽前忽后；","暖腰膝，助水脏，除一切风，逐一切气，破症结。

> 大明说的助水脏就是肾脏。",温肝。,"山茱萸酸而质润，故专入肝，滋养阴血。

> 山茱萸是补肝的药，还能滋补养血，开补肝的药不要少了山茱萸，它酸酸的也很好吃，不像吴茱萸苦的要死，所以遍插茱萸少一人的茱萸应该是山茱萸。",,,,,,,别录,甄权,大明,元素,容川,,,,,214.山茱萸.md
紫葳,味酸，微寒，无毒。治妇人产乳余疾，崩中，症瘕，血闭，寒热，羸瘦，养胎。生西海川谷及山阳。一名芺华，一名陵苕。,产山野，或栽植庭园，亦名凌霄花。,紫葳主行血通经，祛瘀血，治淋沥，清血中伏火。,味酸，性微寒，无毒（或作有毒）。,普通一至二钱。,花不可进鼻闻，伤脑，花上露入目昏蒙。,,,,产后奔血不定，淋沥，主热风风痫，大小便不利，肠中结实。,酒齄热毒风，刺风，妇人血膈游风崩中带下。,,,,,,,,,别录,甄权,大明,,,,,,,215.紫葳.md
猪苓,味甘，平，无毒。治 痎疟，解毒，蛊疰不祥。利水道。久服轻身，耐老。生山谷。一名猳猪屎。,产我国四川及其它省山中，多生枫根下，结成块状。,"猪苓为行水渗湿要药，主肿胀腹满，热渴懊憹，治淋肿，白浊子淋，尿闭，开腠理，泻膀胱。

> 治疗脾湿。脾湿我们前面讲过很多甘淡渗利的药可以用，这里的猪苓也可以用。","味甘，性平，无毒。

> 猪苓性平，不过多用在热症。",普通钱半至三四钱。,"猪苓利水之功多，久服必损肾气，昏人目，元素曰，淡渗大燥，能亡津液，无湿者忌之。

> 禁忌就是猪苓利水，吃太多会伤肾，刘元素说甘淡渗利的药吃太多会大燥，伤津液，没有湿症的人不要随便用。

> 猪苓治疗肾结石、膀胱结石。治肾结石会用到滑石，青盐，因咸味药软坚，也会用到泽泻、茯苓、猪苓，假如石头有点大，怕排出来的时候把尿道伤到，那可以加点阿胶。",,,,解伤寒瘟疫大热，发汗，主肿胀满腹急痛。,治渴除湿，去心中懊憹。,泻膀胱。,"主治渴而小便不利也。

> 药征讲的简洁，治疗口渴+小便不利（双向调节）。",,,,,,,别录,甄权,元素,好古,药征,,,,,216.猪苓.md
白棘,味辛，寒，无毒。治心腹痛，痈肿溃脓，止痛。生川谷。一名棘针,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,217.白棘.md
龙眼,味甘，平，无毒。治五脏邪气，安志，厌食。久服强魂魄，聪明，轻身，不老，通神明。生南海山谷。一名益智。,产我国福建四川广东等地，实形圆，故名。,"龙眼为滋养要药，主益脾长肌，养心安神，治血虚怔忡劳神健忘。

> 龙眼养心安神。用龙眼生姜红糖煮汤喝，可以治疗血虚劳神健忘，加点蜂蜜更好，很适合气血虚气色差的女性。",味甘，性平，无毒。,普通二至三钱。,甘能作胀，凡中满气膈之证均忌。,主五脏邪气，安志厌食，除蛊毒，去三虫。,,,主补血气，养肌肉，益虚气，除健忘，治怔忡，开胃益脾，补虚长智。,,,,,,,,,,别录,括要,,,,,,,,218.龙眼.md
松萝,味苦，平，无毒，治嗔怒，邪气，止虚汗，头风，女子阴寒肿痛。生川谷松树上。一名女萝。一名菘萝。,松树上之地衣植物。,为祛痰，涌吐药，可以吐痰涎，治温疟，项瘿及女子阴寒肿痛。,味苦，性平。,一般二至四钱。,呕家禁用。,疗痰热温疟，可为吐汤，利水道。,,,治寒热，胸中客热痰涎，去头疮，项上瘿瘤，令人得眠。,,,,,,,,,,别录,甄权,,,,,,,,219.松萝.md
卫矛,味苦，寒，无毒。治女子崩中下血，腹满，汗出，除邪，杀鬼毒，蛊疰，生山谷。一名鬼箭。又名神箭。,处处有之。,为调经止痛要药，治女子崩中，产后腹绞痛。,味苦涩，性寒。,一般一钱至三钱。,寒利者禁用。,主中恶腹痛，去白虫，消皮肤风毒肿。令阴中解。,,,破陈血，能落胎。,通月水，破症结，止血崩带下，杀腹臓虫，及产后血绞腹痛。,疗妇人血气大效。,,,,,,,,别录,甄权,大明,苏敬,,,,,,220.卫矛.md
合欢,味甘，平，无毒。主安五脏，和心志，令人欢乐无忧。久服轻身，明目，得所欲。生山谷。一名蠲忿，一名夜合。,"山中有之。皮供药用。

> 这里用到的是合欢皮。",为合血，消肿，止痛药，治筋骨折伤及肺痈吐脓。,"合欢皮味甘，性平。

> 合欢是甘味药，甘味药都有点滋补功能的。",一般二至四钱。,无禁忌。,,,,煎膏消痈肿，续筋骨。,,,,,,,,,,别录,大明,,,,,,,,221.合欢.md
白马茎,味咸，平，无毒，治伤中，脉绝，阴不起，强志，益气，长肌肉，肥健，生子。眼，平。治惊痫，腹满，疟疾。悬蹄，平。治惊邪，瘛瘲，乳难，辟恶气，鬼毒，蛊疰，不祥。生平泽。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,222.白马茎.md
鹿茸,味甘，温，无毒。治漏下，恶血，寒热，惊痫，益气，强志，生齿，不老。角，温，无毒。治恶疮，痈肿，逐邪恶气，留血在阴中。,鹿产山林中，处处有之，我国西北及东三省为多，其茸及角入药。,鹿茸为大补真阳要药，主养血益阳，强筋健骨，生精充髓，治男子虚劳，老人精衰，腰膝无力，滑精，眩晕，妇人崩瘘带下。,味甘咸，性温，无毒。,普通七分至钱半。,"壮年慎用，阴虚火旺者忌之，麻勃为使，畏大黄，不可嗅，有虫恐入鼻颡，药不能治，男子阴茎近入易于痿弱。

鹿胎—浑然元气所在，归下焦而不上行，为种子益肾补胞宫之要药。

> 这里提到鹿胎大补，可以生小孩，但很不人道，不鼓励用。",疗虚劳洒洒如疟，羸瘦，四肢酸痛，腰脊痛，小便数利，泄经溺血，破瘀血在腹，散石淋，痈肿，骨中热，举疽痒，安胎下气，杀鬼精物，久服耐老，不可近丈夫阴令萎。,,,补男子腰肾虚冷，脚膝无力，夜梦鬼交，精溢自出，女人崩中瘘血，赤白带下，炙末空心酒服方寸匕，壮筋骨。,其宿以头顾尾，能通督脉，督者肾脉，坎中一阳之主脉也，鹿生北方，得坎中一阳之气也，故其督脉极旺，而脊与脑髓极足，因而上发而生角，每年一换，初生为鹿茸，茸之精气极足，为补髓强精壮阳益血之圣药。但其性上行，凡是血逆火逆者不宜用。惟血虚火弱，阳不举，气不上者，乃为合宜。,补阳益血。,,,,,,,,别录,日华,容川,灵胎,,,,,,223.鹿茸.md
牛角鳃,牛黄味苦，平，有小毒。治惊痫，寒热，热盛，狂，痉，除邪，逐鬼。生平泽。,牛黄生于病牛胆中，状如鸡子黄，多出陕西甘肃等地。,"牛黄为泻热定惊，利痰清心要药，主惊痫，寒热中恶，口噤，小儿惊邪，痘疮发狂，治痰迷，径急，斑痧，疮毒，益肝胆，定魂魄。

> 牛黄用在儿科比较多。治疗小孩痧疹、痘疹、热症，小孩儿受惊等。",味苦（或作甘），性平（或作凉），有小毒（或作无毒）。,普通五分至一钱。,恶龙骨龙胆，地黄常山蜚蠊，畏牛膝干漆，风热未深入者忌用。,疗小儿百病，诸痫热，口不开，大人狂癫，又堕胎，久服令人不忘。,,,安魂定魄，辟邪魅，卒中恶，小儿夜啼。,主中风失音，口噤，惊悸，天行时疾，健忘虚乏。,益肝胆，定惊神，除热止惊痢，辟恶气，除百病。,,,,,,,,别录,甄权,日华,思邈,,,,,,224.牛角鳃.md
羖羊角,味咸，温，无毒，治青盲，明目，杀疥虫，止寒泄，辟恶鬼，虎，狼，止惊悸。久服安心，益气，轻身。生川谷。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,225.羖羊角.md
牡狗阴茎,味咸，平，无毒。治伤中，阴痿不起，令强热大，生子，除女子带下十二疾。胆，平。主明目。一名狗精。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,226.牡狗阴茎.md
羚羊角,味咸，寒，无毒。主明目，益气，起阴，去恶血，注下，辟蛊毒，恶鬼，不祥，安心气，常不魇寐。外服强筋骨，轻身。生川谷。,"产非洲，我国蒙古等地。

> 现在羚羊角多在非洲。","羚羊角为清热，明目，强筋骨，起阴气药，治伤寒，热病寒热，中风附骨痛，产后恶血动心，食噎及惊痫，能抑低血压，防止脑溢血。

> 羚羊角主治：a清热明目 b强筋骨 c预防脑溢血

> 脑出血的用药。川穹、丹皮、红花，都可以促进血液循环。","味咸，性寒。

> 羚羊角咸味药能软坚。一般切片放在汤里煮，或者磨粉来用。",一般一钱至三钱。,有寒利者禁忌。,疗伤寒时气寒热，热在肌肤，湿风注毒伏在骨间，食噎不通，久服强筋骨，轻身，起阴益气，利丈夫。,,,"治中风筋挛，附骨疼痛，作末蜜服治卒热闷，及热毒，利血，疝气，磨水涂肿毒。

> 孟铣说能治疗中风、痉挛。",治惊悸烦闷，心胸恶气，瘰疬恶疮，溪毒。,"羚羊挂树干而眠，身悬而能眠，因其筋最直，故能治筋缩抽扯之症，角尤精气之所在，故性微寒，功专舒筋，本天水之阴，以清热也。

> 羚羊角专门治疗抽筋。唐容川说羚羊角是精气之所在，专门舒筋，是治疗抽筋很好的药。",,,,,,,,别录,孟铣,藏器,容川,,,,,,227.羚羊角.md
犀角,味苦，寒，无毒。治百毒，蛊疰，邪鬼，瘴气，杀钩吻，鸩羽，蛇毒，除邪，不迷惑，魇寐，外服轻身。生山谷。,产我国云南贵州四川等地，生山谷中，角入药。,"犀角为散邪清热凉血解毒要药，主伤寒时疫，发黄发斑，风毒中恶，狂言妄语，治胃中大热，痘疮黑陷，吐血下血，蓄血谵语，能消痈化脓，解毒定惊。

> 犀牛角去壮热。因为犀角特别寒，过去南派用它来去壮热，后来犀牛不让用了，即使能得一点也贵得不得了，南派就没了去热的药，北派会用石膏啊，一样可以去壮热。

> 黄连甘草都是解毒定惊的药‍‍。区别是黄连苦味入心，解心脏的毒，比如尿毒症实际上是心肺透析，把心脏的血拿出来解毒再回到心脏，所以尿毒症会用到黄连，不会用甘草，任何毒害心脏的可以用黄连，食物中毒可以用甘草。‍‍‍‍‍‍","味苦酸咸，性寒，无毒。

> 为啥犀牛角巨寒？‍因为犀牛这种动物不能见到火，一见到火它的欲望就驱使它奔去灭火，所以犀牛角特别寒。",普通三分至一钱。,恶乌头，忌盐，能消胎气，孕妇忌服，痘疮气虚无大热，伤寒阴症发躁，脉沉细，足冷，渴而饮不多，且复吐出者均忌。,伤寒瘟疫头痛寒热诸毒气，令人骏健。,,,辟中恶毒气，镇心神，解大热，散风毒，治发背痈疽疮肿，化脓作水，疗时疾热如火，烦毒入心，狂言妄语。,养心开窍，解毒除邪。,,,,,,,,,别录,药性,灵胎,,,,,,,228.犀角.md
燕屎,味辛，平，有毒。治蛊毒，鬼疰，逐不祥邪气，破五癃，利小便。生高山平谷。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,229.燕屎.md
天鼠屎,味辛，寒，无毒。治面痈肿，皮肤洒洒时痛，腹中血气，破寒热积聚，除惊悸。生山谷。一名鼠法，一名石肝。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,230.天鼠屎.md
猬皮,味苦，平，无毒。治五痔，阴蚀，下血赤白，五色血汁不止，阴肿痛引腰背。酒者杀之。生川谷、田野。,山地多有之。,"猬皮治五痔，泻血，阴肿痛及反胃，炙为末或烧灰服。

> 怎么炮制刺猬皮？要把皮烤干，然后研磨成粉状，用酒服下，不可生用。",味苦，性平。,一般一钱至三钱。,禁生用。,疗腹痛疝积，烧灰酒服。,,,治反胃吐食。,,,,,,,,,,别录,毅明,,,,,,,,231.猬皮.md
露蜂房,味苦，平，有毒。治惊痫，瘛瘲，寒热，邪气，癫疾，鬼精，蛊毒，肠痔。生山谷。一名蜂肠。,处处有之。,"露蜂房为解毒，杀虫药，治附骨瘫疽，瘰疬，恶疮，惊痫，癫疾，杀肠中寄生虫，兴肠道。

> 露蜂房治疗褥疮。比如病人中风久躺，不怎么翻身，就会生褥疮，可以用点露蜂房。当然，雄黄也可以，雄黄可以清掉腐肉，没有腐肉的话就别撒雄黄，因为雄黄有腐蚀性。","味甘咸，性平，有毒，火烧灰用。

> 露蜂房怎么炮制？一般是用火烤过之后用。跟动物接触过的东西，要烤过再用。

> 露蜂房有毒？并非说露蜂房本身有毒，而是它裸露在外面很脏。","一般一钱至三钱。

> 露蜂房质地很轻，风一吹就跑掉，开几分就好。",禁生用。,"合乱发、蛇皮烧灰，以酒日服二方寸匕，治恶疽附骨痈，根在脏腑间，歴节肿出，
疔肿恶脉，诸毒皆瘥。

> 治疗恶疮的方子。用【头发+蛇皮（蛇蜕）+露蜂房】烧成灰，治疗化脓的皮肤表面或者根很深的疮，效果很强。假如疮都深入到脏腑、骨髓了，那还要加点【炮附子和白术】，术附汤（炮附子+白术+甘草）可以排脓的，可以把很深的脓清出来，也可以解毒。‍‍‍‍‍",,,煎水治热病后毒气冲目，炙研和猪脂涂瘰疬成瘘。,煎水漱牙齿，止风虫疼痛，又洗乳癕，蜂疔，恶疮。,"疗上气，赤白痢，遗尿失禁，烧灰酒服主阴痿，水煮服汁下乳石毒。

> 这里说的下乳石毒，指的是奶水在乳房停留很久后清出来是硬硬的石头。",,,,,,,,别录,苏讼,大明,苏敬,,,,,,232.露蜂房.md
鳖甲,味咸，平，无毒。治心腹症瘕坚积，寒热，去痞，息肉，阴蚀，痔，恶肉。生池泽。,处处有之，生水中，岳州沅江所出甲有九肋者为胜。,"鳖甲为益阴除热散结要药，主心腹症瘕坚积寒热，治老疟疟母，骨节间劳热，消肿下瘀，能堕胎。

> 鳖甲治疟‍。这里的疟，指的不单单是疟疾，它是会动的，后面讲伤寒金匮再详细介绍。

> 鳖甲治疗肿块、硬块。比如乳癌、肝癌、胰腺癌、肾脏癌，都会用到，尤其乳癌、肝癌用的多。

> 乌龟和鳖。乌龟和鳖看起来很像，实际性不同，鳖很凶的，会咬人，但你没听过乌龟会咬人，所以鳖的攻坚力量非常强，乌龟的性是长寿，滋补力量比较强。",味咸，性平，无毒。,"普通二钱至四钱。

> 鳖甲质地比较重，可以多开一点两钱至四钱都可，重剂开到七八钱，但孕妇忌用，重用鳖甲要堕胎的。",妊娠及阴虚胃弱，阴虚泄泻，产后泄泻，产后饮食不消，不思食及呕恶等证均忌。,"疗温疟，血瘕腰痛，小儿胁下坚。

> 有硬块在胸胁都会使用鳖甲，因为鳖甲在土里钻的很深，胸胁这块是脾胃属土。",,,宿食症块痃癖，冷瘕劳瘦，除骨热结实壅，下气，妇人瘘下五色，下瘀血。,"鳖甲攻破肝气，去症瘕。

> 前面讲山茱萸补肝的，鳖甲是攻肝的，这俩能不能一起用，当然可以，就是攻药补药一起用，用在人身体有点弱，但又有肿块。",,,,,,,,,别录,甄权,容川,,,,,,,233.炙鳖甲.md
蟹,味咸，寒，有毒。治胸中邪气，热结痛，喎僻，面肿，败漆。烧之致鼠。生池泽诸水中。,"处处有之，产陂泽中，八足两螯，有甲壳。

> 这里的螃蟹不是海蟹，是淡水蟹。",蟹主散血，解结，疏肝气，理经脉，利肢节，续筋骨，治热结痛，胸中邪气，面肿，妇人经血不通。,"味咸，性寒，有小毒。

> 紫苏叶解虾蟹毒。螃蟹咸味药，很寒，有一点点毒，紫苏叶可以解蟹毒，鱼虾过敏也可以用紫苏叶，紫苏叶熬汤或者磨成粉都可以，治疗吃虾蟹导致的皮肤过敏等。",普通为服食之品，入药无定量。,能动风，有风疾人不可食，不可合柿及荆介食，发霍乱动风，孕妇忌之，中蟹毒，紫苏煎浓汁，冷服。,解结散血，愈漆创，养筋益气。,,,,,,,,,,,,,别录,,,,,,,,,234.河蟹.md
蚱蝉,味咸，寒，无毒。治小儿惊痫，夜啼，癫病，寒热。生杨柳上。,,,,,,,,,清火散风。即今日之蝉。,,,,,,,,,,别录,灵胎,,,,,,,,235.蝉蜕.md
蛴螬,味咸，微温，有毒。治恶血，血瘀，痹气，破折，血在胁下坚满痛，月闭，目中淫肤，青翳，白膜。生平泽及人家积粪草中。一名蟦蛴,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,236.蛴螬.md
乌贼鱼骨,味咸，微温，无毒。治女子漏下赤白经汁，血闭，阴蚀肿痛，寒热，惊气，症瘕，无子，生东海、池泽。,产于海滨，形如革囊，骨及肉入药。,乌贼骨主通经络，祛寒湿，治寒热症瘕，阴蚀肿痛，赤白漏下，血枯经闭，能补肝伤疗血不足。,味咸，性微温，无毒。,普通一钱至三钱。,血病多热者勿用。,惊气入腹，腹痛环脐，丈夫阴中肿痛，令人有子，又止疮多脓汁不燥。,,,疗血崩，杀虫。,,,,,,,,,,别录,日华,,,,,,,,237.海螵蛸.md
白僵蚕,味咸，平，无毒。治小儿惊，夜啼，去三虫，灭黑，令人面色好，男子阴易病。生平泽。,处处有之，乃蚕之病风而机殭者，入药。,"白僵蚕为祛风化痰要药，主小儿惊痫，头风齿痛，喉痹咽肿，中风失音，治丹毒搔痒，瘰疬结核，去皮肤中如虫行。外用灭诸疮瘢痕。

> 白僵蚕是祛风的药。倘若风在表面成疥疮，那用荆芥，如果在皮肤下面，可以用白僵蚕。

> 白僵蚕治疗头痛。需要几味药组合，川穹活血化瘀使得血管扩张，再加上白附子和白僵蚕，头痛就会去掉，几乎无往不利。但这个药只能止痛，不能攻坚，脑瘤导致的头痛是不行的。

> 如何知道有脑瘤？脑瘤比较大的时候，会导致半身瘫痪，视力下降，脑瘤很小测不出来，那就喝上面的方子，喝下去头痛没止住，说明有肿块，所以中药不仅能治疗还能帮助诊断。",味咸辛，性平，无毒。,普通八分至三钱。,所治诸病，非由风寒外邪客入者，均忌。,"女子崩中赤白，产后腹痛，灭诸疮瘢痕，为末封疔肿，拔根极效。

> 疔就是硬块，根很深，用白僵蚕敷上去（外用）可以把它吸出来，拔疔。",,,驱风逐痰。,,,,,,,,,,别录,灵胎,,,,,,,,238.白僵蚕.md
鮀鱼甲,味辛，微温，有毒。治心腹症瘕，伏坚积聚，寒热，女子崩中下血五色，小腹阴中相引痛，疮疥死肌。生南海池泽。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,239.鮀鱼甲.md
樗鸡,味苦，平，有小毒。治心腹邪气，阴痿，益精，强志，生子，好色，补中，轻身。生川谷樗树上。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,240.樗鸡.md
蛞蝓,"味咸，寒，无毒。治贼风喎僻,轶筋及脱肛，惊痫，挛缩。生池泽及阴地、沙石、垣下。一名陵蠡。",,,,,,,,,,,,,,,,,,,别录,,,,,,,,,241.蛞蝓.md
石龙子,味咸，寒，有小毒。治五癃，邪结气，破石淋，下血，利小便水道。生川谷及山石间。一名蜥蜴。,今之蜥蜴。处处有之,有利尿通淋下血之效，妊妇不得服用。,味咸性寒，有小毒。,一般一条至两条，烧灰研粉酒服。,有寒利者禁忌。,主治五癃结气，利小便水道，破石淋，下血。,,,,,,,,,,,,,别录,,,,,,,,,242.石龙子.md
木虻,味苦，平，有毒。治目赤痛。眦伤，泪出，瘀血，血闭，寒热，酸痟，无子。生川泽。一名魂常。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,243.木虻.md
蜚虻,味苦，微寒，有毒。主逐瘀血，破下血积，坚痞症瘕，寒热，通利血脉及九窍。生川谷。又名虻虫，寄生于牛身者为真品。名牛虻。,产于牛舍之中为上品。,活血化瘀，专攻妇女子脏之瘀，与少腹中之瘀血。,味苦微寒，有毒。,一般一钱至三钱,下利者忌用。,,,,瘀血，少腹鞭满，兼治发狂瘀热喜忘，及妇人经水不利。,蝱虫为飞而食血；故主行上下之血。可以攻血。,,,,,,,,,别录,药征,容川,,,,,,,244.牛虻.md
蜚蠊,味咸，寒，有毒。治血瘀症坚，寒热，破积聚，喉咽痹，内寒无子。生川泽及人家屋间。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,245.蜚蠊.md
蟅虫,味咸，寒，有毒。治心腹寒热洒洒，血积，症瘕，破坚，下血闭，生子大良。生川泽及沙中、人家墙壁下土中湿处。一名地鳖。,处处有之，多生墙壁下土中湿处，形扁小，六足，似鳖而无甲。,"蟅虫为破症瘕下血积要药，主心腹寒热，留血积聚，治乳脉不通，妇人经闭，产后血积，折伤瘀血。

> 有时候淤血积聚排不出会让人奔走发狂的，就要用的地鳖虫这类药，还有前面介绍的牛虻、水蛭、蛴螬等。","味咸，性寒，有毒。

> 味咸有毒，咸味药可以软坚。",普通一钱至三钱。,用皂荚菖蒲，无瘀血停留者忌，孕妇慎用。,,,,"主治干血，故兼治少腹满痛，及妇人经水不利。

> 药征说的干血，就是干血痨，一干活就累，痨症，小腿也会呈现肌肤甲错。",,,,,,,,,,别录,药征,,,,,,,,246.蟅虫.md
伏翼,味咸，平，无毒。治目瞑，明目，夜视有精光。久服令人喜乐、媚好、无忧。生川谷及人家屋间。一名蝙蝠，今名夜明砂。,山洞之中，倒悬于洞顶之上。其屎供药用。,"为散血明目要药，治障翳，青盲，夜盲，头面痈肿，疳积，瘰疬。

> 啥叫瘰luo疬li？指的是脖子上淋巴肿大或甲状腺肿大，也可用夜明砂。但它主要的功能还是治疗眼疾。","味辛性寒。

> 这是性寒的药，肠胃比较寒的人不宜用。",一般一钱至二钱。,"胃肠寒之人禁忌。

右虫鱼中品十七种，旧十六种，增伏翼于此。",,,,养血明日。,烧灰酒服可下死胎。,炒服治瘰疬。,治疳有效。,治目盲障翳。,,,,,,别录,灵胎,苏敬,日华,宗奭,时珍,,,,247.伏翼.md
梅实,味酸，平，无毒。主下气，除热，烦满，安心，止肢体痛，偏枯不仁，死肌，去青黑痣，恶疾。能益气，不饥。生川谷。,"即梅花之实，有乌梅与白梅二种，处处有之。乌梅系采半黄之梅实，用烟熏黑，再以稻草灰淋汁润湿蒸过，白梅又叫盐梅，用大青梅实用盐腌渍，日晒夜渍，十日即成。

> 乌梅和白梅。乌梅是采摘半黄的梅实，用烟熏至黑色，再用稻草灰来淋，再蒸，非常的酸；白梅是青梅用盐腌制后使用，乌梅更常用。","乌梅为收敛，解热，消肿，驱虫之药，治久利，痢疾，反胃，去面痣，蚀恶肉，蚘厥吐利，反胃膈噎。驱蛔虫。白梅与乌梅之效用相同。

> 乌梅涩剂‍‍。乌梅是酸涩的，涩剂可以治疗下痢，还能杀虫，所以临床会用来治疗吐蛔，就是嘴巴里吐蛔虫。乌梅最常用的就是下痢和杀虫。","乌梅味酸，性平而涩：白梅味酸咸，性平。

> 梅实酸性，抽筋不宜。梅实非常的酸，酸味主收敛主下气。因为酸性收敛所以抽筋的病人不宜用。",一般一钱至三钱。,多食梅肉损齿伤筋。凡风寒初起，疟痢未久者均忌，忌猪肉。,去痹，利筋脉，止下痢，好唾口干。,,,止渴，调中，去痰，治瘴疟。止吐逆霍乱，除冷热利。,"治虚劳骨蒸，消酒毒，令人得睡，和建茶干姜为丸服，止休息痢大验。

> 乌梅可解酒毒。大明说能【消酒毒】，是因酸味药可解酒。有人喝醉不醒，灌点醋也能醒来。","白梅和药点痣，蚀恶肉。水渍汁饮治伤寒烦热。

> 乌梅蚀恶肉。之前讲过雄黄、铅粉也能蚀恶肉，但会有点腐蚀性，陶弘景说乌梅也有这个功效。","敛肺，涩肠，止久嗽泻利，反胃咦膈，蛔厥吐逆，消肿涌痰，杀虫，解鱼毒，硫磺毒。

> 乌梅解毒‍‍。李时珍说乌梅可以解鱼毒，解硫磺毒。","乌梅极酸，能敛肝木之阳，能化蛔虫，能去坏肉，此是以木来克土，酸能收之义。

> 唐容川说乌梅能化蛔虫，去坏肉，对肝脏比较好。

> 乌梅治疗失眠。有一种失眠是魂不归肝，这时候可以用乌梅、酸枣仁。","治乳痈肿毒，杵烂贴之佳。

> 乌梅治疗乳癌。酸味的东西可以腐蚀，把坏肉去掉，所以可以用乌梅捣烂贴在乳房流脓处，清除坏肉。",,,,,别录,藏器,大明,弘景,时珍,容川,汪颖,,,248.乌梅.md
大豆黄卷,味甘，平，无毒。治湿痹，筋挛，膝痛。生大豆。平。涂痈肿，煮汁饮，杀鬼毒。止痛。赤小豆，平。主下水，排痈肿脓血。生平泽。,黑大豆所制成，处处有之。,大豆黄卷为清热开胃，推陈去积要药，主行水去湿，胃气结积，治湿痹筋挛膝痛。,味甘，性平，无毒。,普通钱半至三钱。,恶海藻龙胆。,五脏不足，味气结积，益气止痛，去黑皯，润肌肤皮毛。,,,,,,,,,,,,,别录,,,,,,,,,249.豆卷.md
粟米,味咸，微寒，无毒。主养肾气：去胃中脾中热，益气。陈粟，味苦，寒，无毒。主胃熟，消渴，利小便。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,250.粟米.md
黍米,味甘，温，无毒。主益气补中。多热，令人烦。丹黍米，味苦，微温，无毒。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,251.黍米.md
蓼实,味辛，温，无毒。主明目，温中，耐风寒，下水气，面目浮肿，痈疡。马蓼，去肠中蛏虫，轻身。生川泽。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,252.蓼实.md
葱实,味辛，温，无毒。主明目，补中不足。其茎，平，作汤，治伤寒寒热，出汗，中凤，面目肿。薤，味辛，温，无毒。治金疮疮败，轻身，不饥，耐老。生平泽。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,253.薤白.md
水苏,味辛，微温，无毒。主下气，杀谷，除饮食，辟口臭，去毒。辟恶气。久服通神明，轻身，耐老。生池泽。一名芥蒩。,,,,,,,,,,,,,,,,,,,别录,,,,,,,,,254.水苏.md
